Dist from origin [mm],mean of absValue [nT]
0,0.009428743858565998
5,0.009610162780758255
10,0.009558998369499291
15,0.009605860028873777
20,0.009338874747196425
25,0.009198425136393606
30,0.00939900711447623
35,0.00936294774872296
40,0.009280487172124569
45,0.00930190438293524
50,0.009352615128785553
55,0.009240825693231723
60,0.009241992841198261
65,0.009398122309942003
70,0.009590010307532433
75,0.009354996893421619
80,0.009346070403785421
85,0.009526675244508398
90,0.009452271550529516
95,0.009156079248034585
100,0.003468859770393598
105,0.0006658729297385342
110,0.00021835600582970275
