Dist from origin [mm],mean of absValue [nT]
0,0.00436662612370472
5,0.004566084277892924
10,0.0046807240435704075
15,0.0046818592128593985
20,0.004903812309562588
25,0.004941568066603348
30,0.005021482307384461
35,0.005059482236419002
40,0.004876304686677091
45,0.005228675096773984
50,0.005263231693347359
55,0.005195810864098188
60,0.005318227402956743
65,0.005099724421946814
70,0.004946307653006501
75,0.005101791867194513
80,0.005016336023857921
85,0.005133010951968887
90,0.00512851231071522
95,0.005003217657267047
100,0.004092242534798763
105,0.0006209661813152211
110,0.00026135728307977705
