Dist from origin [mm],mean of absValue [nT]
0,0.004425232851706331
5,0.003752672522699343
10,0.003052029135876818
15,0.0026539087807298627
20,0.002120120291406595
25,0.0018198377763407117
30,0.0016628297125346374
35,0.001577146241767728
40,0.001543234461564719
45,0.001702192623686184
50,0.0015694413971627102
55,0.0015570827594018379
60,0.0015543630784921679
65,0.001560769466710764
70,0.0016751863293726435
75,0.0014863043191576536
80,0.0015944858848705278
85,0.0016268343380282117
90,0.0017423321627176303
95,0.001542740776103566
100,0.001588348135236359
105,0.0015309502316388846
110,0.0015250114208970056
115,0.0015555141785903285
120,0.001447546402914229
125,0.001397538604755016
130,0.0018558645584554332
135,0.0021401561541728965
140,0.002676912475143295
145,0.003219703888181165
150,0.0038032752920127144
155,0.004784766206111313
160,0.001227156839093319
165,0.0002769003876382495
