0.000000000000000000e+00,1.889566078358623447e+00,5.540326109884772876e+01
5.000000000000000000e+00,3.035544833730528858e+00,7.876427419105520755e+01
1.000000000000000000e+01,2.629525914905439521e+00,7.188259587360455782e+01
1.500000000000000000e+01,2.443415516382420272e+00,6.825871037944578745e+01
2.000000000000000000e+01,2.298855208690010254e+00,6.526764092305006670e+01
2.500000000000000000e+01,2.234421577902112599e+00,6.381018052474657054e+01
3.000000000000000000e+01,2.104415528450575223e+00,6.080651807420315436e+01
3.500000000000000000e+01,2.220642516445961334e+00,6.349182880439066423e+01
4.000000000000000000e+01,2.165080201332445942e+00,6.220811592890682817e+01
4.500000000000000000e+01,2.016222800327024167e+00,5.863880404797549772e+01
5.000000000000000000e+01,2.124668968922257317e+00,6.127445398099943930e+01
5.500000000000000000e+01,2.229098795655533483e+00,6.368720285383112412e+01
6.000000000000000000e+01,2.181987712233043553e+00,6.259874740981502583e+01
6.500000000000000000e+01,2.214123957721843006e+00,6.334122388905097978e+01
7.000000000000000000e+01,2.149544197466695561e+00,6.184917177484692985e+01
7.500000000000000000e+01,2.165454425320952225e+00,6.221676200766324882e+01
8.000000000000000000e+01,2.126076312642897204e+00,6.130696927937614760e+01
8.500000000000000000e+01,2.159887259358319600e+00,6.208813809032672282e+01
9.000000000000000000e+01,2.140473910762905163e+00,6.163961168358368070e+01
9.500000000000000000e+01,2.146070271087537673e+00,6.176891010806257754e+01
1.000000000000000000e+02,2.168501805659170500e+00,6.228716874591155062e+01
1.050000000000000000e+02,2.182948960911265779e+00,6.262095611912194926e+01
1.100000000000000000e+02,2.152807292180663801e+00,6.192456238248605160e+01
1.150000000000000000e+02,2.185084857569722150e+00,6.267030391961517211e+01
1.200000000000000000e+02,2.244971690861956581e+00,6.405393055238114641e+01
1.250000000000000000e+02,2.248224060638881916e+00,6.412907337085341908e+01
1.300000000000000000e+02,2.240293845173515486e+00,6.394585350901984100e+01
1.350000000000000000e+02,2.202504167358693810e+00,6.307276001260661502e+01
1.400000000000000000e+02,2.345787615266892612e+00,6.623871029934075239e+01
1.450000000000000000e+02,2.473253585855331060e+00,6.887608412236929212e+01
1.500000000000000000e+02,2.574692429056820053e+00,7.087007496316176969e+01
1.550000000000000000e+02,2.847654473960704813e+00,7.578245766082879697e+01
1.600000000000000000e+02,3.068344177033736297e+00,7.928479916190462973e+01
1.650000000000000000e+02,6.763175340631722987e-01,1.855543326466601428e+01
1.700000000000000000e+02,1.318388884920508597e-01,4.692997808518899916e+00
