Dist from origin [mm],mean of absValue [nT]
0,0.005868007912958724
5,0.009426820955605151
10,0.008165937700045147
15,0.007587975752207032
20,0.007139046741915068
25,0.006938949449920662
30,0.006535218384015415
35,0.006896158862926174
40,0.006723611256106501
45,0.006261337712457238
50,0.0065981150195518175
55,0.006922419661045
60,0.006776117177380938
65,0.006875915615223803
70,0.00667536452122694
75,0.006724773400871335
80,0.0066024854960244584
85,0.006707484683479741
90,0.006647196935684295
95,0.006664576315556122
100,0.006734236976738444
105,0.006779102315034885
110,0.006685497993573634
115,0.0067857352974093205
120,0.006971712604932818
125,0.006981812771211969
130,0.006957185653041716
135,0.006839830599421069
140,0.007284794348374306
145,0.007680637252527014
150,0.007995653457255232
155,0.008843331375364742
160,0.00952867862983386
165,0.002100289948580572
170,0.0004094229091893174
