CPMG train data
Estimated phase correction: -2.078083 rad
time in s	real part	imag part	abs value
6.7e-05	0.018699722009233106	8.98256002143328e-05	0.018699937750191867
0.000127	0.01298665770227387	9.865934482436797e-05	0.012987032453272394
0.000187	0.010919591069152081	0.00015841245960343544	0.010920740067635687
0.000247	0.00953303607846411	-2.2809507881950273e-05	0.009533063366355444
0.000307	0.007581312609954306	0.00040168782212254665	0.0075919466539415125
0.000367	0.006802385519143382	0.00017762204430295578	0.006804704133294404
0.000427	0.005450062797764721	-0.0006642043337698501	0.005490387226469337
0.000487	0.0046726820112182625	0.0003968906901938059	0.004689507372627242
0.000547	0.00380085388979396	-0.00016747542403679157	0.0038045418001670292
0.000607	0.0034903666443021277	-6.377340433905523e-05	0.0034909492059836517
0.000667	0.002957141132558246	-3.941407543753061e-05	0.0029574037849455833
0.000727	0.002519263124052073	-1.1806329379657536e-05	0.0025192907886192957
0.000787	0.0021471220842227824	0.00020419283435020398	0.0021568096712870043
0.000847	0.0019554068777685243	9.35083358842879e-06	0.0019554292356700736
0.000907	0.001624256754448902	0.00037433688909672725	0.0016668347581303602
0.000967	0.0015833790237195396	0.00013353345303473082	0.0015889997847181796
0.001027	0.0015745399197929237	-5.241451989311023e-06	0.0015745486438470113
0.001087	0.0011931602405417054	-0.0005662122444389991	0.0013206921160369624
0.001147	0.0012264624719036219	7.601136377491968e-05	0.0012288156584333004
0.001207	0.0011801944353044282	-0.00029133686958000566	0.0012156216832140728
0.001267	0.00048312565202072305	7.260686973348303e-05	0.0004885510752960674
0.001327	0.0006429274429230825	0.00013743528281228383	0.0006574527768785421
0.001387	0.0006647620565989902	-4.925843481952555e-05	0.000666584567249039
0.001447	0.0007491416914926532	0.00027637959966646134	0.000798497938033823
0.001507	0.0006795514379056548	-1.0803301282049925e-05	0.0006796373062731575
0.001567	0.000683671630458772	0.000106753487600607	0.0006919560718781566
0.001627	0.0006416727044083651	0.00026954417347427616	0.0006959870121178095
0.001687	0.00035914323670187655	0.0003767993409303934	0.0005205397273929041
0.001747	0.00024401380207232025	-8.102896973044893e-05	0.00025711559567122234
0.001807	0.0004630602308020481	-0.00031654157293695693	0.0005609129564806369
0.001867	0.00044491609230908156	6.646228789691696e-05	0.0004498528258309331
0.001927	0.0005099780028297084	0.00017262444436821672	0.0005384020450960542
0.001987	0.00012825587537360734	-5.149555612460926e-05	0.00013820767659009783
0.002047	0.0003205623406110238	7.409855296006701e-05	0.0003290149081254433
0.002107	-0.000197663793755881	-0.0001769092994682772	0.0002652694396275682
0.002167	0.0005570734351406389	4.7614625493646754e-05	0.0005591046098006095
0.002227	0.0002973516324488617	-0.00039932206758308	0.0004978715767934828
0.002287	0.0002515635750009505	0.0005760760306216734	0.0006286078470112205
0.002347	0.0007320755330431808	0.00023223074315128548	0.0007680271506561833
0.002407	6.165829214957702e-05	-0.00010242391348639195	0.00011955083874515684
0.002467	0.00014981926602328167	-0.00010768936288412798	0.00018450694119773447
0.002527	1.3095170747825895e-05	-0.00045688279751901175	0.00045707042582704145
0.002587	0.00037429718685620347	-0.0001350049958108985	0.0003979004058585118
0.002647	0.0003798990314585504	-0.00013328179033215493	0.0004026006827332626
0.002707	0.00023382631814788235	0.00020119811979586028	0.0003084727386139398
0.002767	0.0004266880514886027	0.00012056122985434428	0.0004433933957865549
0.002827	0.0007059820849470072	0.00038587753641246107	0.000804557131205655
0.002887	0.0003695660843605897	0.00038178384211923276	0.0005313548652387985
0.002947	-7.728694243609285e-05	7.855108745372994e-05	0.00011019775320433469
0.003007	0.00018444038860351863	0.00032854761107194044	0.00037677817039910366
0.003067	1.4570194804365487e-05	-0.00012733272925049747	0.00012816362399299441
0.003127	0.00016433215476657938	-8.197985658838171e-05	0.00018364572953509872
0.003187	-1.5833203548058002e-05	-0.0002020715001148792	0.0002026908520216733
0.003247	0.000626991361632339	0.0001025441304411478	0.0006353215455574489
0.003307	0.00036697089059663186	8.366835114682828e-05	0.0003763881341499943
0.003367	0.000389088446407279	0.0002194697601159935	0.00044671780212232615
0.003427	0.00013724901919757779	9.194905280665797e-05	0.00016520266820708028
0.003487	-7.173983494194848e-05	0.0002119622197119349	0.00022377351608871988
0.003547	0.0001902753351020588	-0.0004343239035240939	0.00047417502709506666
0.003607	0.0002753491310871115	-4.5065284918362425e-05	0.0002790125873418626
0.003667	-0.0003156595617486113	0.00014737170793354591	0.0003483667309353402
0.003727	0.0003815149478385581	-0.00028242322989890234	0.0004746751902204137
0.003787	0.00014230328633375132	0.00017473294705754066	0.0002253482373767297
0.003847	4.462755231602242e-05	0.00027581098022139627	0.00027939813033806574
0.003907	0.00026892833779265684	7.590613210961711e-05	0.00027943548765281046
0.003967	0.00012975447016676117	-0.00013385496856972611	0.00018642257143130304
0.004027	-1.1721773474394144e-05	-3.2208460318936276e-05	3.427513514928137e-05
0.004087	0.0003437726222438167	-0.000304509461968736	0.00045924462787590555
0.004147	0.00022100782809754055	1.8563125649234213e-05	0.00022178604490423037
0.004207	-5.0928934383881626e-05	0.00044730666538777154	0.00045019663399208744
0.004267	0.0003229816304941696	7.175580398443264e-05	0.00033085650823600946
0.004327	0.00023068121361493688	5.1754586769188243e-05	0.00023641565000335652
0.004387	0.0001437293602742701	0.00012490834349681545	0.00019042117340245903
0.004447	-0.00013431458682424942	-8.472279970666072e-05	0.0001588028999228408
0.004507	0.00016548903110270863	-7.403299498904515e-05	0.0001812939705626231
0.004567	-0.0001788761354830386	-0.00010703877193950529	0.00020845615976426268
0.004627	5.206218490715024e-05	6.0074349536195555e-05	7.949464491085736e-05
0.004687	-2.28991299907244e-06	-7.672361410215994e-05	7.675777916563556e-05
0.004747	0.00017096966824820485	3.4599624250306095e-05	0.00017443555101860284
0.004807	0.0004484366454421524	0.0003276385565426674	0.0005553759525841692
0.004867	-0.0001009067562497507	0.00030979837013209724	0.0003258177459767201
0.004927	-2.3981730721026127e-05	5.836655537127779e-05	6.310133274570549e-05
0.004987	0.0004955868510449979	0.00011160951210643328	0.0005079990257090391
0.005047	-0.00010058499579726347	6.431466982249297e-05	0.00011938893639660166
0.005107	0.0006403196542684919	-7.018705375372051e-05	0.0006441548588322133
0.005167	-0.00016750938509720178	-0.00020357785235556992	0.0002636348536619331
0.005227	9.415705546513281e-05	-0.00017069165017296142	0.00019493894052403368
0.005287	0.00037743910546925917	-0.0001982541131074387	0.0004263390337530117
0.005347	0.0002482771451311757	1.8342737361538318e-05	0.00024895380456703463
0.005407	0.00047118539113078645	-9.622784719062313e-05	0.0004809110847027901
0.005467	0.00043772183986785654	4.315664938249517e-05	0.00043984418318675656
0.005527	0.0001131025266170065	-6.979838821157289e-05	0.00013290596873009164
0.005587	-2.374324964170044e-05	-0.00016368915326201285	0.00016540217894327403
0.005647	-0.0001260794564992044	9.416214263087706e-07	0.00012608297268880227
0.005707	-2.5717609502602683e-06	0.00019608641417069844	0.00019610327834258145
0.005767	-0.00011310383291157424	-1.698056127490879e-05	0.00011437139712576846
0.005827	-0.0002883316732929629	8.261245842556699e-05	0.0002999332794323363
0.005887	0.00016987631066839396	-5.267604952407966e-05	0.00017785591674096196
0.005947	0.00027596119737007614	-0.00023796656995375313	0.00036439356590022356
0.006007	0.0002212152257673837	-0.00020987561692310854	0.00030493269862408973
0.006067	0.00029554645009146436	-7.495724863613574e-05	0.0003049037442944345
0.006127	0.00015915696483434749	-0.0002584202129897868	0.00030349949907202236
0.006187	4.31967875559836e-05	-3.3648482826819176e-05	5.475566501927928e-05
0.006247	-0.00011252821383011716	-1.7706521800544636e-05	0.00011391277286621432
0.006307	5.0716226646367886e-05	-0.00020936218895920076	0.00021541741297080382
0.006367	9.466271068077719e-05	4.167677193167019e-05	0.00010343105003854974
0.006427	0.00041001684576078375	0.00012217699496692853	0.00042783294859883247
0.006487	0.00037331466175656754	0.000304672090032727	0.000481859854239104
0.006547	0.0002294208074916851	-2.478278667110025e-05	0.0002307554840633741
0.006607	-0.00020192712055281485	-0.00011177079137652549	0.0002307970359854862
0.006667	-0.0001367290594840523	-0.00015360599495355665	0.00020564444410940352
0.006727	3.423970152203269e-05	-4.3774486953561544e-05	5.557484024597298e-05
0.006787	-3.117200482494036e-05	0.00018472870760526838	0.00018734030345421895
0.006847	0.0005343638986791871	6.322489806923412e-06	0.0005344013006056209
0.006907	3.473423951704892e-05	-0.0001783317452913825	0.00018168290721335965
0.006967	-0.0001735407385479559	0.00019813807494294317	0.00026339150456661535
0.007027	0.0001801486752870837	-0.0001613146885149032	0.0002418180595785835
0.007087	-0.00011718397889828394	-0.000190145180387866	0.00022335459371852542
0.007147	0.00020790490389271347	9.598667213853492e-05	0.0002289932101414123
0.007207	0.00020170902257438304	6.543094338682568e-05	0.00021205597878957093
0.007267	0.00016756389156806424	0.00026371352116469273	0.0003124459617318086
0.007327	0.00018182836224283364	-0.00038807683647786484	0.00042856176255771884
0.007387	-4.080422321383771e-06	-0.00013585618927000332	0.00013591745292377948
0.007447	5.563519784882909e-05	0.000179118059276285	0.00018755946896539536
0.007507	-0.0001303017352937816	-2.0442631584962503e-05	0.00013189557766160788
0.007567	-0.0001876119150740182	-7.901630211672495e-05	0.00020357260787724405
0.007627	-0.00017662920322788253	-0.0002202848150116638	0.00028235310367984195
0.007687	0.00023816033959672502	-0.00015192347891499803	0.0002824908685293442
