Dist from origin [mm],mean of absValue [nT]
0,0.006664259282784323
5,0.006782930456906308
10,0.00716591708890367
15,0.007261396880747031
20,0.007400859833638129
25,0.007519329246349512
30,0.007761431507544723
35,0.007821005088005427
40,0.007676429880714539
45,0.007858584525104224
50,0.007827625943923363
55,0.007886843020723478
60,0.008003773085293145
65,0.008154151400534508
70,0.008068775011888933
75,0.008087654435185178
80,0.008084018724003765
85,0.008151892891676867
90,0.008046818958053746
95,0.008182818227961011
100,0.007958832781801994
105,0.007938911293248356
110,0.007936837543994312
115,0.007786912950901915
120,0.007677034091380353
125,0.007682654945872137
130,0.007504762698656061
135,0.007506053760508492
140,0.007331657955496413
145,0.006980261589857703
150,0.006891681292141951
155,0.006653030484078846
160,0.0020653509153662868
165,0.0002963059308024226
170,0.0006059934463173742
