0.000000000000000000e+00,1.709076737285664338e+00
5.000000000000000000e+00,3.582234604312581450e+00
1.000000000000000000e+01,3.350250659093128913e+00
1.500000000000000000e+01,3.144215731131156488e+00
2.000000000000000000e+01,2.922152801506197495e+00
2.500000000000000000e+01,2.787614016443414666e+00
3.000000000000000000e+01,2.581259212949820192e+00
3.500000000000000000e+01,2.504272002934403663e+00
4.000000000000000000e+01,2.447106643111353730e+00
4.500000000000000000e+01,2.323987290689968788e+00
5.000000000000000000e+01,2.260832762605268886e+00
5.500000000000000000e+01,2.264968741607153557e+00
6.000000000000000000e+01,2.246009157369474263e+00
6.500000000000000000e+01,2.170305263818791630e+00
7.000000000000000000e+01,2.165426297806856581e+00
7.500000000000000000e+01,2.138323926404193109e+00
8.000000000000000000e+01,2.100598398224114316e+00
8.500000000000000000e+01,2.124595347402082002e+00
9.000000000000000000e+01,2.109849965538853400e+00
9.500000000000000000e+01,2.160441984480387045e+00
1.000000000000000000e+02,2.147753043939660600e+00
1.050000000000000000e+02,2.207566865029126468e+00
1.100000000000000000e+02,2.234593496602113039e+00
1.150000000000000000e+02,2.299377249291136849e+00
1.200000000000000000e+02,2.370272551263122196e+00
1.250000000000000000e+02,2.473006183834936866e+00
1.300000000000000000e+02,2.578995673260010335e+00
1.350000000000000000e+02,2.577169898903615586e+00
1.400000000000000000e+02,2.809381527074831464e+00
1.450000000000000000e+02,2.953900111158562769e+00
1.500000000000000000e+02,3.096167213967028875e+00
1.550000000000000000e+02,3.357553437925716366e+00
1.600000000000000000e+02,3.540051811644183033e+00
1.650000000000000000e+02,1.915867004663171613e+00
1.700000000000000000e+02,7.165840915981060155e-02
