Dist from origin [mm],mean of absValue [nT]
0,0.005871607462650339
5,0.01150946058373813
10,0.011155745829034548
15,0.011152679629683854
20,0.010909819160220404
25,0.010461862310286611
30,0.010171887734987523
35,0.010296328226283834
40,0.010226987937725222
45,0.009867906330961613
50,0.010085060559941385
55,0.009904788107105631
60,0.00970128919189105
65,0.00965969803107574
70,0.009689712973730401
75,0.009953318597944048
80,0.009773604054605742
85,0.009944611351111807
90,0.009696685143144613
95,0.00994029842740678
100,0.010057062186275056
105,0.01002865977875917
110,0.010393943256419763
115,0.01025841630400394
120,0.010283913774074123
125,0.01080305574732856
130,0.010939726490196127
135,0.011149180701839978
140,0.011359062939824947
145,0.011858251422076048
150,0.011779255112053428
155,0.012481047737838204
160,0.012649631083391838
165,0.002342778198255318
170,0.0006356585283954059
