Dist from origin [mm],mean of absValue [nT]
0,0.008272802014436406
5,0.008116744250755441
10,0.007773388958050134
15,0.007300945976908178
20,0.0073534078685945315
25,0.007364513021043125
30,0.0073995683599920765
35,0.007271350557034981
40,0.007103369826785964
45,0.0069512955288532005
50,0.0069406647098301105
55,0.007108029707352681
60,0.006803457280230769
65,0.006951263212865907
70,0.00701690182612268
75,0.007380308781746121
80,0.007419922786086052
85,0.007368514563593276
90,0.007480814161924965
95,0.007546478505273939
100,0.004840252596079549
105,0.00022678395383412858
110,0.00019900321980246104
