Dist from origin [mm],mean of absValue [nT]
0,0.004592698623682066
5,0.007807060516545002
10,0.008127778189495378
15,0.008722437074135595
20,0.008837109480927951
25,0.0089604511414664
30,0.008856115299213653
35,0.009118488666541497
40,0.009410023578608118
45,0.009260138182385335
50,0.009403409332208403
55,0.00964321685739383
60,0.009609150197148256
65,0.009619283174682336
70,0.009653357944642851
75,0.009708954534037672
80,0.009360610054395433
85,0.009639131888236216
90,0.009722051470364588
95,0.009727298600109976
100,0.009704261390972949
105,0.009605639086405457
110,0.009680485523927411
115,0.00974956869832993
120,0.009577057455859489
125,0.009320389394693472
130,0.009212674263037684
135,0.009346578124929762
140,0.009296485892172952
145,0.009176620803733012
150,0.008754232829782552
155,0.008191511661672323
160,0.006338809126615529
165,0.00029177063335004576
170,0.00020250943307377912
