Dist from origin [mm],mean of absValue [nT]
0,0.002230775288812011
5,0.004145540916288809
10,0.004166039906628568
15,0.004235810574602154
20,0.004361505939343416
25,0.004264180247558556
30,0.00418522648895132
35,0.004201815996776273
40,0.0041280371599192464
45,0.004329131785997368
50,0.004421372007963476
55,0.0042754398388105104
60,0.004337850811006255
65,0.004448179491716857
70,0.004284598404908777
75,0.004390792044312905
80,0.004829881178203578
85,0.004322088027343698
90,0.0046812612261801344
95,0.004189908624165329
100,0.003829799220729038
105,0.0006866008612014647
110,0.00035975300362505006
