Dist from origin [mm],mean of absValue [nT]
0,0.0044466633991506075
5,0.008652458650246516
10,0.00899107338104006
15,0.009729603415042422
20,0.009961743403452674
25,0.00999468988231447
30,0.009815148101762884
35,0.009479886865989369
40,0.009786256764318305
45,0.009588393253433388
50,0.009266826935267676
55,0.009523764103583963
60,0.009404418869891818
65,0.009382335237372544
70,0.0094328865760819
75,0.009165884857024246
80,0.009201265955781553
85,0.00926214775482645
90,0.009370936032385419
95,0.009592876477081222
100,0.009621451197633047
105,0.009696588501685545
110,0.00976573989622802
115,0.00991971011236826
120,0.009778051848698717
125,0.009880990103799546
130,0.01010787279595423
135,0.01018075210227305
140,0.010099412539150221
145,0.009939209444176792
150,0.00952194504575009
155,0.009004324316884376
160,0.0067553814641487485
165,0.0003667809186942078
170,0.0005186515167290513
