Dist from origin [mm],mean of absValue [nT]
0,0.00494029892137019
5,0.008598523726171422
10,0.008425970329521667
15,0.008187302540241801
20,0.00808425849599893
25,0.008173785214594085
30,0.008248815909284108
35,0.008023104705198921
40,0.008288014489052064
45,0.00829944286177745
50,0.008118842788062892
55,0.008128946124406929
60,0.00826026462823906
65,0.008103758478062082
70,0.008122705793652834
75,0.007945655467591054
80,0.008185368285427942
85,0.00802490671260868
90,0.007968283784802169
95,0.008058683496685306
100,0.007745163999326001
105,0.0045682328466364885
110,0.00035939769765980803
