Dist from origin [mm],mean of absValue [nT]
0,0.0013684386274732548
5,0.003946002769088907
10,0.004106321942395169
15,0.003979112947044891
20,0.004319312600482208
25,0.004194317575681534
30,0.004222715693226207
35,0.004087056605638922
40,0.004223582603085353
45,0.004369831590192313
50,0.004285804334453735
55,0.004076372298465851
60,0.004217699309307033
65,0.004125419280850091
70,0.004144683762964657
75,0.0041518029424105285
80,0.004219561178833359
85,0.0042185337795029
90,0.004269814571447128
95,0.004249486803002599
100,0.004298847647796962
105,0.003660732209652037
110,0.0004626584305512378
