Dist from origin [mm],mean of absValue [nT]
0,0.0037818149372317433
5,0.006914898660774597
10,0.006381984659835783
15,0.00600384396371204
20,0.005826919384981074
25,0.005483106237398047
30,0.005381726189970577
35,0.0048669896640162425
40,0.0048988710720626405
45,0.004874062112508884
50,0.004828282656072191
55,0.004654776042039126
60,0.0047901075833911635
65,0.004976849801664993
70,0.005226005246788412
75,0.0051846935423529765
80,0.0054673286896566335
85,0.005746915068595665
90,0.006363382002642617
95,0.0062408402994381445
100,0.005625137020767991
105,0.0008442325755003708
110,0.0001646955578575863
