Dist from origin [mm],mean of absValue [nT]
0,0.0055073179237797405
5,0.004818110259220078
10,0.003998200607366201
15,0.0035811950270549504
20,0.0028576980840315726
25,0.0026904449222637386
30,0.0024989093568605477
35,0.002208679991181945
40,0.0022830927673323886
45,0.0025918095018411446
50,0.0024736812242292967
55,0.0024299563829502623
60,0.0023931157845894046
65,0.0021763741843975875
70,0.002199753280999079
75,0.002337830853655196
80,0.002276798567796629
85,0.002427758473866292
90,0.002301908610772117
95,0.0021372255231161424
100,0.002581259037463874
105,0.002249431034974699
110,0.0022732261082449657
115,0.002251192663793384
120,0.0023632869142276593
125,0.0023468056530088982
130,0.002621149915462609
135,0.0029290553780874067
140,0.0034551552691966907
145,0.0044366869061403386
150,0.004958670649624689
155,0.00574732292801914
160,0.0018754707659785442
165,0.0003542382151472314
