Dist from origin [mm],mean of absValue [nT]
0,0.00273738883130027
5,0.005525301018050444
10,0.0059416829219930386
15,0.006589162938983646
20,0.006526900196988024
25,0.006552126317888938
30,0.006945850650642374
35,0.006859023918563974
40,0.006885550711984913
45,0.007086491444266721
50,0.007486739262764905
55,0.00795443425946845
60,0.007506201756522844
65,0.007411851646336738
70,0.007202518766944006
75,0.006937352881314964
80,0.00706728356701332
85,0.006874667087106874
90,0.006657156316416263
95,0.006636626958055708
100,0.006040370297512196
105,0.0038343997382659233
110,0.0002888417035950417
