Dist from origin [mm],mean of absValue [nT]
0,0.003587390972715881
5,0.006346051445192721
10,0.005730874921769799
15,0.005280999839903048
20,0.0050594893919866275
25,0.004739184323015775
30,0.004556696084206776
35,0.004370433834461004
40,0.004399811531023972
45,0.004464543590615314
50,0.004284629338789466
55,0.004327068974599447
60,0.004479501770218486
65,0.004535648905182279
70,0.004680329772063704
75,0.0048687857193154185
80,0.004956490660636412
85,0.005169097578393729
90,0.00573582136799159
95,0.005753296731063825
100,0.005163073054363224
105,0.0006834050367815823
110,0.00030659409511337154
