Dist from origin [mm],mean of absValue [nT]
0,0.004533298845730059
5,0.007250859958382326
10,0.006620540171107979
15,0.006140984387612112
20,0.005737339692916937
25,0.005589006675016386
30,0.005354699902029026
35,0.0053556807965754
40,0.005309928259816933
45,0.005360673133284491
50,0.005255754059632315
55,0.005310868941602792
60,0.005235194883120835
65,0.00517475435081764
70,0.005502334587504804
75,0.005592170797327899
80,0.005632148472643125
85,0.005737276067356745
90,0.006422638461549969
95,0.006903614049441277
100,0.007036887237077891
105,0.0012788793411153618
110,0.00036596022687528416
