Dist from origin [mm],mean of absValue [nT]
0,0.003925545006500799
5,0.007567324185082468
10,0.007757677915143223
15,0.008102262284763132
20,0.008336684528059758
25,0.00861096613322937
30,0.008420624542633478
35,0.008614416596215925
40,0.008644938793859516
45,0.008491375351094498
50,0.008667706826990978
55,0.00896090831473698
60,0.008885290439568877
65,0.009339749015825068
70,0.009200539477530734
75,0.00926169385014775
80,0.008958113177542856
85,0.009111467699505682
90,0.009575592977689638
95,0.00914996948961481
100,0.009062773274149017
105,0.009123286471964259
110,0.009059877015863204
115,0.009002553784914633
120,0.008973187266989034
125,0.008777514807156309
130,0.008648296571993688
135,0.008547840964669635
140,0.008314101630665793
145,0.00817607666410127
150,0.007990311178720537
155,0.007845926601684238
160,0.006288680802130217
165,0.0006246989904667651
170,0.00012512196910242205
