Dist from origin [mm],mean of absValue [nT]
0,0.002468413031793208
5,0.004766959604297972
10,0.00507353513040466
15,0.005001798333064984
20,0.004917512018678515
25,0.005050599180132645
30,0.005239950273529039
35,0.005049078652060863
40,0.00511516626342259
45,0.0052127953065479946
50,0.0050978024804695645
55,0.005159260600746839
60,0.005139886693891856
65,0.004993802565186849
70,0.0049887221118850526
75,0.004869947844839074
80,0.004926263793523398
85,0.004895013466244505
90,0.004903716155710207
95,0.004825092187974436
100,0.004489932850777644
105,0.002778531963594323
110,0.0001634775662291338
