Dist from origin [mm],mean of absValue [nT]
0,0.007104218081827326
5,0.007435771179767855
10,0.007719847535465567
15,0.007842945378385894
20,0.007933217967988173
25,0.008040821571476599
30,0.008051252368434136
35,0.008050567240913329
40,0.008158377926174463
45,0.008553097498230631
50,0.008791674327555085
55,0.00839257422816278
60,0.009025908641678846
65,0.008692859520197728
70,0.008674604754892597
75,0.008511231139529387
80,0.008770990612242851
85,0.008933487372779826
90,0.008664649484076045
95,0.00877086559531383
100,0.00867972684462903
105,0.008678535634879548
110,0.008576157850754287
115,0.008510938676477522
120,0.008387422094425322
125,0.008310953663576799
130,0.007992483036915446
135,0.007936106500397446
140,0.007892273041926572
145,0.0075659601837351105
150,0.007399968412152308
155,0.006475406688437108
160,0.0007112138125758113
165,0.0001895421983099734
170,0.00020289067287445836
