Dist from origin [mm],mean of absValue [nT]
0,0.00354082865760416
5,0.006257705354855466
10,0.006184885429158446
15,0.006086868049278543
20,0.006163335293643148
25,0.00592182033861785
30,0.005825346386583178
35,0.006294009836929656
40,0.006285007872081218
45,0.0057354417747447995
50,0.006275562168022063
55,0.006462759693923241
60,0.006538820267989388
65,0.006434353873841635
70,0.006312422696923236
75,0.006167636463844283
80,0.006177002214530832
85,0.006324073035975933
90,0.006471935100297146
95,0.006456749595121952
100,0.006352189572800812
105,0.0064313864771672336
110,0.006262628627825063
115,0.006594661849964145
120,0.006405871152956952
125,0.006641425506159991
130,0.0063754787497164005
135,0.00645575590111309
140,0.006682127416024982
145,0.006768380662925714
150,0.006902725367047824
155,0.0066984639641732265
160,0.0065103104596453375
165,0.0015029731018177846
170,0.0003122187430671937
