Dist from origin [mm],mean of absValue [nT]
0,0.0031112492517985277
5,0.005766448503272586
10,0.006156057773074545
15,0.006847306587729579
20,0.007032266620753643
25,0.007366185052711696
30,0.007668786765518065
35,0.007396647290123841
40,0.007456195649726612
45,0.007551336838651929
50,0.007764434427160973
55,0.008060907587158939
60,0.007698374775740125
65,0.00783667940450959
70,0.007523669272904015
75,0.007240759340188946
80,0.007418509529040503
85,0.007206822989315488
90,0.0071622917683530326
95,0.0066620584725570675
100,0.006222826394117656
105,0.003944750485828156
110,0.00040520092019537827
