Dist from origin [mm],mean of absValue [nT]
0,0.00396227255918187
5,0.0075164847352938305
10,0.006904349969454454
15,0.006576666268651557
20,0.0065512542015116375
25,0.006122048823796769
30,0.0058684331328383915
35,0.005771669445332544
40,0.0055483110949174986
45,0.00542428389764515
50,0.0054346756079017905
55,0.00552694053370089
60,0.005581163945673898
65,0.0057858106159376236
70,0.005793619498017173
75,0.005895673792631284
80,0.006394409837143042
85,0.006493097190842674
90,0.007158122150777174
95,0.00642680223875573
100,0.006026098015730879
105,0.001018997618618068
110,0.0003372335041937645
