Dist from origin [mm],mean of absValue [nT]
0,0.003810331991662358
5,0.007670581599928711
10,0.007236612851133452
15,0.0066938682360738536
20,0.006524400458076815
25,0.0064638865965452345
30,0.006236039598791672
35,0.005805735479288889
40,0.005970688397430382
45,0.0057235839833452125
50,0.005807951052142338
55,0.005807298536275997
60,0.0058878416682134815
65,0.0056714627844126125
70,0.006253337849429809
75,0.006004183096149138
80,0.006454515758994355
85,0.00663125213326465
90,0.006814913710856285
95,0.006963582583783093
100,0.007112607258691453
105,0.003721654457675185
110,0.0002732561331518503
