Dist from origin [mm],mean of absValue [nT]
0,0.00576488469505095
5,0.009625520819556357
10,0.008466504364825744
15,0.007767884459389123
20,0.007371923745898259
25,0.006952419649963248
30,0.0063748937824727805
35,0.006844152698771825
40,0.006592354703621785
45,0.006182804363313295
50,0.006430692616862055
55,0.006526943403468652
60,0.006656909439909119
65,0.0065329863822311375
70,0.006765797868853264
75,0.006520318515746901
80,0.0065016246394426075
85,0.006390362830455458
90,0.00647242439857026
95,0.0066166518196578705
100,0.006891099275073121
105,0.006678028946837794
110,0.006865862732766931
115,0.006981505919442109
120,0.007066201851912138
125,0.007171577352997951
130,0.007291194973970035
135,0.007127022655563294
140,0.00774000867952383
145,0.008085571255348907
150,0.008823685795583699
155,0.009446363497344557
160,0.010184256549648827
165,0.0025936220408247714
170,0.00028526468960692156
