Dist from origin [mm],mean of absValue [nT]
0,0.005008044958033882
5,0.008579944344013053
10,0.008335057783727794
15,0.008196125532479325
20,0.007887504492321696
25,0.007632843838968961
30,0.00728957939256009
35,0.007157462612106984
40,0.007199337752827163
45,0.00711071642979787
50,0.00721499464258412
55,0.0071177037018724945
60,0.007072005904888629
65,0.007308389562920389
70,0.007558703053958547
75,0.007839700337740368
80,0.007738030588767893
85,0.008059480308527402
90,0.008429437241755953
95,0.00854607399799843
100,0.008356302331349557
105,0.0018849328871831936
110,0.0002753241657433495
