Dist from origin [mm],mean of absValue [nT]
0,0.0029911051943716884
5,0.0054931759938971906
10,0.0054935899024474745
15,0.00554236432868904
20,0.005458395860421269
25,0.005213174838277917
30,0.005243140478642049
35,0.005301076730151406
40,0.005098678073207717
45,0.00502429517249357
50,0.005110630545792589
55,0.005073753408769724
60,0.005054497982879926
65,0.005140086116738078
70,0.005101763474004582
75,0.005066191202412436
80,0.005069504212785041
85,0.004838168763274256
90,0.005124544748117751
95,0.004937278804984387
100,0.00507472209736929
105,0.0049742645779602005
110,0.0050138727870837
115,0.005103995554993634
120,0.005200995158892832
125,0.005064150714064131
130,0.005264827036818701
135,0.0053311724494019275
140,0.0054783904725002885
145,0.005362150459104036
150,0.005613315603843566
155,0.0058328495535223705
160,0.005752161696464718
165,0.003523708243507154
170,0.00032729301378085746
