Dist from origin [mm],mean of absValue [nT]
0,0.00338283611645821
5,0.006984706313299847
10,0.007050252568240878
15,0.00730470477476266
20,0.007393102876119114
25,0.007460378983671242
30,0.0077020662158731
35,0.007895378892061765
40,0.007759188524769656
45,0.007782618122803077
50,0.0079993137504217
55,0.0080076151818217
60,0.007632951447187793
65,0.00827607767371804
70,0.008102819840687189
75,0.00831033216634593
80,0.007928471879633426
85,0.007921792798661299
90,0.008353683026258297
95,0.00806545704490758
100,0.007939723316093642
105,0.00785153940092936
110,0.008117649200219065
115,0.007875211261744458
120,0.007680795851085131
125,0.007733206453725762
130,0.007530937973215842
135,0.007472209013055764
140,0.007404382413278013
145,0.007339957845228674
150,0.0070760824720334315
155,0.0072270628054894
160,0.006022391157836472
165,0.000861615308237288
170,0.00023556386905042358
