Dist from origin [mm],mean of absValue [nT]
0,0.005693703790529636
5,0.010656990111050042
10,0.009784881759789999
15,0.008980289135461195
20,0.008391177581447168
25,0.00764259379542373
30,0.007399887626419087
35,0.006855563169842565
40,0.006504008833237918
45,0.006141119922330726
50,0.006259615601614865
55,0.005997672507170186
60,0.005933364454191823
65,0.005804954499842435
70,0.00597694027066097
75,0.005819642632824299
80,0.005743460905333603
85,0.005714822862363251
90,0.005675124668813976
95,0.005607449573249456
100,0.005776578612373494
105,0.005939207482110031
110,0.006018447633757254
115,0.006279887658336932
120,0.006262744743729324
125,0.006582003202549841
130,0.006968666407647118
135,0.007223455718011379
140,0.007531928045706707
145,0.008250900726138065
150,0.008731604639762037
155,0.009592929514870539
160,0.010502737101422572
165,0.006515980635048432
170,0.000450385116571187
