Dist from origin [mm],mean of absValue [nT]
0,0.0019948671628947016
5,0.005067411387001956
10,0.0051384319451771516
15,0.005637418930573349
20,0.005604243269782048
25,0.005669877465078341
30,0.0058174715349173485
35,0.005774970759136339
40,0.00591348228793135
45,0.0059615954212614035
50,0.005939115288398207
55,0.006287462647417346
60,0.006130227028477833
65,0.005909699409526524
70,0.00599166148272821
75,0.005644772223770102
80,0.00585005033621152
85,0.005650060684113824
90,0.005770154783048931
95,0.005724305538191538
100,0.005405297036222583
105,0.004060721010496039
110,0.0004654619694562444
