Dist from origin [mm],mean of absValue [nT]
0,0.002628848197965446
5,0.005295373669381605
10,0.005646963432375363
15,0.005966872142488752
20,0.0059867552339216866
25,0.006217129640118797
30,0.006465778959389705
35,0.0064249757870619715
40,0.006379252451004478
45,0.006398255833265489
50,0.006740760342335208
55,0.0067324247497365305
60,0.006733342080589919
65,0.006771291006308237
70,0.006613172827169979
75,0.006405835341067887
80,0.006373470127645072
85,0.006385638008716647
90,0.006297377189742384
95,0.00596953955380633
100,0.005797018046504653
105,0.004354032361644634
110,0.00025985069144171145
