Dist from origin [mm],mean of absValue [nT]
0,0.0031392637400712666
5,0.005308467692497233
10,0.005606671408218721
15,0.005710516499398028
20,0.005710918936306234
25,0.005741111444151681
30,0.0057975125326426916
35,0.006013778861548336
40,0.0061724777497082425
45,0.006041884951251908
50,0.006021655281853039
55,0.006045537280087583
60,0.006158306159649656
65,0.006095687245643242
70,0.006015046701730001
75,0.005743535702792115
80,0.0059287697007104415
85,0.0057876651168502
90,0.005646951984837803
95,0.005390025212207446
100,0.005287091803554689
105,0.0032342054309826875
110,0.0005522515289464815
