Dist from origin [mm],mean of absValue [nT]
0,0.006637879713189753
5,0.011506843580208481
10,0.010617682805253222
15,0.00995046700747533
20,0.009641050155483659
25,0.009068926550906548
30,0.008523318381205347
35,0.008587692385724651
40,0.008465216267672286
45,0.007806937233437066
50,0.007939727557032322
55,0.00795712582488208
60,0.007920855733264915
65,0.007905303072181588
70,0.00770323604322343
75,0.007455817493018806
80,0.007540990128486872
85,0.0076225867625360185
90,0.007701326063634123
95,0.007585482441625986
100,0.007797487286884255
105,0.008023006818175896
110,0.008025405992249664
115,0.008156786626028525
120,0.00841232721236639
125,0.008827363221125728
130,0.008975039327408176
135,0.009103343334282086
140,0.00955272015112696
145,0.010257442049433562
150,0.010810400220371554
155,0.011188782087037935
160,0.011515895320114858
165,0.003130281156322286
170,0.00020715554905928444
