Dist from origin [mm],mean of absValue [nT]
0,0.004707062128017628
5,0.0078515336737704
10,0.008294794791304646
15,0.00869896185045428
20,0.008834933824308748
25,0.009108645733358829
30,0.00911023841029983
35,0.009262929531563293
40,0.009278844815176684
45,0.009440922908977346
50,0.009617272925077953
55,0.009337124025893486
60,0.009245518319866381
65,0.009623805707051063
70,0.009475728268591388
75,0.0093583381703091
80,0.009052110222405008
85,0.009190900452432904
90,0.009502875196858624
95,0.009155697541603293
100,0.009497564614476936
105,0.009359536139454009
110,0.009388959318340924
115,0.00930332980248367
120,0.00929591071890474
125,0.009235180652032418
130,0.009236887811986652
135,0.008937079107826354
140,0.008910970580736368
145,0.008680671955507176
150,0.00839435961861436
155,0.008256474811513495
160,0.006667279902461058
165,0.0006777624798990188
170,0.00035144907279128986
