Dist from origin [mm],mean of absValue [nT]
0,0.011710989891487467
5,0.011239718003067398
10,0.010838550894755489
15,0.010412291298527346
20,0.00991172797507408
25,0.00918224536768384
30,0.009024226250595692
35,0.008675371433615462
40,0.008320778354487508
45,0.008516031169312386
50,0.007871788999784421
55,0.007969012876602361
60,0.008009274637468686
65,0.007922992014969939
70,0.007745664778126781
75,0.007798065173045344
80,0.0077439925991091355
85,0.007743886692904083
90,0.007660927970552479
95,0.007942766805494147
100,0.008005145285404877
105,0.008189550490736506
110,0.008396018043721656
115,0.008404694810475203
120,0.008808208127542688
125,0.009004205374648978
130,0.009115856736089164
135,0.009497945400537899
140,0.009870639122768603
145,0.010136089421322056
150,0.010930381684663587
155,0.011353158831306907
160,0.008557417198431354
165,0.00014596857753672296
170,0.00017808057715473462
