Dist from origin [mm],mean of absValue [nT]
0,0.0034826156011202145
5,0.006068211159830948
10,0.006300091712066876
15,0.006590319355849287
20,0.006526837553873504
25,0.006706946410418809
30,0.0067265780953806005
35,0.007035604542759148
40,0.007009583102352678
45,0.007166929943910313
50,0.007066055300523299
55,0.006949666697721895
60,0.007183251651528576
65,0.006997850855805651
70,0.006714036195605198
75,0.006445406282324901
80,0.00661225371736488
85,0.006539250850857763
90,0.006200640202199038
95,0.005844594044637086
100,0.005560596703930192
105,0.0035015311159258145
110,0.00031032228239636153
