Dist from origin [mm],mean of absValue [nT]
0,0.0032283613322587833
5,0.005836083092294125
10,0.005942501593713398
15,0.006084248339088864
20,0.006538234686941407
25,0.006935673242578249
30,0.006705803664219052
35,0.006656236476449184
40,0.006451107040752584
45,0.007031508817273431
50,0.007010377380017092
55,0.006897837709270192
60,0.0069847879588103
65,0.006857844379715608
70,0.00671438715886444
75,0.00685135964836682
80,0.006616363368858351
85,0.006280435524182215
90,0.006311715007010236
95,0.00600356705074491
100,0.003845688191658816
105,0.0003886266345139411
110,0.00020990080805172477
