Dist from origin [mm],mean of absValue [nT]
0,0.008331518712939539
5,0.008142864573920479
10,0.007733002037503709
15,0.007938640615071641
20,0.007690662388192257
25,0.007704162377082983
30,0.007418709578043431
35,0.007714894864962504
40,0.007425411640143134
45,0.007484392248370387
50,0.007647069559271881
55,0.007709667438953037
60,0.007371882314217868
65,0.007618760530156786
70,0.007405765746542122
75,0.007832648783346616
80,0.0078198177416512
85,0.007789314066317002
90,0.007621095589648036
95,0.007485380951846673
100,0.0049094948449468845
105,0.00046169246386365185
110,0.0002753687859710027
