Dist from origin [mm],mean of absValue [nT]
0,0.00819913286304311
5,0.00827766771912467
10,0.007976390395129254
15,0.00799388026471837
20,0.007897566803967805
25,0.007929157983997423
30,0.007745534265344425
35,0.008012379995126271
40,0.007691346959930677
45,0.007799752026196346
50,0.007820322139899872
55,0.008013741759543854
60,0.007635261369835618
65,0.00785200755942961
70,0.007696555601263175
75,0.008122517381380133
80,0.008078607742395731
85,0.0077828858371438644
90,0.007726188658163959
95,0.007672166579605145
100,0.0046359026842785235
105,0.0002558522323233212
110,0.00025966716538519457
