Dist from origin [mm],mean of absValue [nT]
0,0.0053063149063474905
5,0.010583164481477841
10,0.009983483052052898
15,0.009119508290603689
20,0.008311502125950181
25,0.007811413187492369
30,0.00737861474367271
35,0.006923944367735958
40,0.006767183789321066
45,0.006337137797020107
50,0.005993279323223321
55,0.006182330436243076
60,0.006025826602248987
65,0.005992808389860218
70,0.005790082866524569
75,0.005872082115768707
80,0.005811086649363808
85,0.005896022396337845
90,0.005783927381326585
95,0.005951520861837364
100,0.005884138975556511
105,0.005979985770430805
110,0.0060579599484672534
115,0.006159881716514499
120,0.006476177626663024
125,0.006497063873893632
130,0.006902082139253588
135,0.0071980796327065985
140,0.007627751315913991
145,0.008150535874079374
150,0.008945539488997966
155,0.009724895787197959
160,0.010561220784866203
165,0.005916275877696231
170,0.0002554946399895875
