Dist from origin [mm],mean of absValue [nT]
0,0.005128994722916578
5,0.011418509813021949
10,0.011138770920455445
15,0.010094939380986658
20,0.009405798576583482
25,0.0088203039741417
30,0.008099497508849382
35,0.007800116353972777
40,0.007581902161622948
45,0.007223988323969949
50,0.00687666692128229
55,0.006705271788542821
60,0.006783224066400963
65,0.006615282371670771
70,0.0064594858157846725
75,0.006333481870531422
80,0.006387233009634664
85,0.00649485283962958
90,0.006482863244679134
95,0.006575863935689021
100,0.006419958578157407
105,0.006547428241345773
110,0.006739045207108635
115,0.006957181402275546
120,0.0071606157914691935
125,0.007218926560590709
130,0.00771268856760288
135,0.007881825167939515
140,0.008385308515070971
145,0.008845428991915998
150,0.009515451546608688
155,0.009996833302797737
160,0.011029094056664296
165,0.0065106519397441455
170,0.00018554276104156765
