Dist from origin [mm],mean of absValue [nT]
0,0.009386788241422713
5,0.009432574384169353
10,0.00924958195947804
15,0.009353558402634016
20,0.009254168069834133
25,0.008928937818674586
30,0.009133022753591978
35,0.009235048011651247
40,0.009123742328100252
45,0.00915926121936634
50,0.009090766933141895
55,0.009136249295092803
60,0.009125882559614393
65,0.009262852138630177
70,0.009209225948149819
75,0.009205363947118194
80,0.009282473304487796
85,0.009390891281063003
90,0.009429774244749807
95,0.009156498160348381
100,0.0036464465048858725
105,0.00022319361150217488
110,0.0003812920442647603
