0.000000000000000000e+00,1.436914172444879068e+00,3.206598055257604329e+01
5.000000000000000000e+00,2.489656875133743341e+00,5.701799476251788690e+01
1.000000000000000000e+01,2.593188498742538428e+00,5.881804842439683512e+01
1.500000000000000000e+01,2.808268482700611468e+00,6.221277960859463718e+01
2.000000000000000000e+01,2.725490879015934453e+00,6.096757361468304026e+01
2.500000000000000000e+01,2.830023357953905805e+00,6.254003359827754593e+01
3.000000000000000000e+01,2.868511184590632368e+00,6.311899783845104395e+01
3.500000000000000000e+01,2.836621114418790057e+00,6.263928225408229622e+01
4.000000000000000000e+01,2.872628649767334341e+00,6.318093599671523464e+01
4.500000000000000000e+01,2.950642609421489926e+00,6.435448350046006283e+01
5.000000000000000000e+01,3.014445138091629950e+00,6.530734634322777765e+01
5.500000000000000000e+01,3.022474875499584268e+00,6.542548185113383852e+01
6.000000000000000000e+01,2.919971563781654567e+00,6.389310544443730322e+01
6.500000000000000000e+01,3.083024057602074652e+00,6.631629658361674728e+01
7.000000000000000000e+01,3.016748254144715702e+00,6.534123036344846014e+01
7.500000000000000000e+01,3.027572687413390362e+00,6.550048213682818243e+01
8.000000000000000000e+01,2.884085186158146019e+00,6.335327425185060690e+01
8.500000000000000000e+01,2.946679532568766025e+00,6.429486777311741719e+01
9.000000000000000000e+01,3.048933705841473607e+00,6.581475079010851914e+01
9.500000000000000000e+01,2.913283816853557973e+00,6.379250308111748780e+01
1.000000000000000000e+02,2.962827047829953209e+00,6.453777143177612174e+01
1.050000000000000000e+02,2.943585974144586448e+00,6.424833202768827789e+01
1.100000000000000000e+02,2.888161305131956347e+00,6.341459044792485145e+01
1.150000000000000000e+02,2.934219337022652141e+00,6.410743168547183757e+01
1.200000000000000000e+02,2.933389466842451387e+00,6.409494812377693052e+01
1.250000000000000000e+02,2.870629404686885433e+00,6.315086177558947611e+01
1.300000000000000000e+02,2.821068002346684978e+00,6.240532007694634586e+01
1.350000000000000000e+02,2.814355283931144758e+00,6.230434207281962244e+01
1.400000000000000000e+02,2.766652455847958159e+00,6.158675851384165867e+01
1.450000000000000000e+02,2.688199379517826948e+00,6.040660547076478082e+01
1.500000000000000000e+02,2.630005075016630833e+00,5.945816021468847623e+01
1.550000000000000000e+02,2.539385990078099287e+00,5.788261054209677781e+01
1.600000000000000000e+02,2.082389911117315417e+00,4.855260302012462859e+01
1.650000000000000000e+02,2.093726697788434454e-01,0.000000000000000000e+00
1.700000000000000000e+02,8.260540478424702182e-02,0.000000000000000000e+00
