Dist from origin [mm],mean of absValue [nT]
0,0.004638053008221899
5,0.004899071448195415
10,0.004933144429017259
15,0.005058086969798974
20,0.004924899503258658
25,0.00513844616321026
30,0.005144805632420447
35,0.005136521759834009
40,0.005230339919927049
45,0.005255897892973947
50,0.005282272764768027
55,0.0050558339383528885
60,0.005091653394347805
65,0.005119570438005591
70,0.004884822223175339
75,0.005038270494404099
80,0.005016670914678454
85,0.005022274792593363
90,0.0050031057584421544
95,0.004561619890132005
100,0.003320853405918757
105,0.0004931277543218399
110,0.0002530997289088424
