Dist from origin [mm],mean of absValue [nT]
0,0.006673964585087952
5,0.006702872475383093
10,0.0072391269024200166
15,0.007387581677391676
20,0.007616084786199501
25,0.007449422435138078
30,0.007607081362695182
35,0.00785370321497187
40,0.008065068877736718
45,0.008205826316747829
50,0.008260239184136119
55,0.00834203138773873
60,0.008412399944819888
65,0.00851278067070578
70,0.008430180189507211
75,0.008310808136712694
80,0.008298775094129938
85,0.008387365137843135
90,0.008484029363275023
95,0.00839474527655903
100,0.008344356885988563
105,0.008381190074821666
110,0.008040132524732947
115,0.00803139535827148
120,0.007744014358145308
125,0.007819537415433866
130,0.007836768421839679
135,0.007683611950650689
140,0.0076021552160881615
145,0.007383425296083352
150,0.007012613783179085
155,0.006144992633573459
160,0.0005963823515298378
165,0.00020582985162260266
170,0.0004055118897882449
