Dist from origin [mm],mean of absValue [nT]
0,0.0033533086879966602
5,0.00687894547837697
10,0.0066521219235342
15,0.0071007597495828375
20,0.007312880658516394
25,0.007267161278573366
30,0.007290886739880023
35,0.0072969100859689795
40,0.007799603180578874
45,0.0077275218658112805
50,0.007880888136478163
55,0.00798943401913047
60,0.008094009243638525
65,0.008256618446653798
70,0.008255556234793774
75,0.008181096222700784
80,0.008085735191238366
85,0.008145020897353826
90,0.008206838714708306
95,0.00823814095300525
100,0.008187479021433715
105,0.008016426250115108
110,0.008137665370635164
115,0.007860533570132567
120,0.0077899615993497024
125,0.0076670652631173454
130,0.0076733928692496916
135,0.0075309512483448466
140,0.007583904359653859
145,0.0073165281857334175
150,0.007235463749867484
155,0.007282600543926587
160,0.006063493901525863
165,0.0004625401621765253
170,0.00022874676670601814
