Dist from origin [mm],mean of absValue [nT]
0,0.004064895157521841
5,0.007985609182999578
10,0.007673783205316084
15,0.007638894623148525
20,0.007478031893634933
25,0.0070602133958658905
30,0.0069850485478532036
35,0.0067076304160081325
40,0.006921613734533097
45,0.0068116639841460346
50,0.006789860024863933
55,0.006786350225759706
60,0.006746192403092237
65,0.007054154032934573
70,0.006981583438768653
75,0.00719312958209278
80,0.007341334899522539
85,0.007296950905907149
90,0.007713122632710966
95,0.0071259215920267535
100,0.006502983109412218
105,0.0011575248141472668
110,0.00026712408104504983
