Dist from origin [mm],mean of absValue [nT]
0,0.003346136613001137
5,0.0067339718641167695
10,0.0068302488829225
15,0.007024372105770567
20,0.007254048404354195
25,0.007465201726304802
30,0.007470172359505134
35,0.007492707976261975
40,0.007634893252538207
45,0.007721819918443913
50,0.0077457331678745765
55,0.007751932552592283
60,0.007692015404828366
65,0.007837880225515126
70,0.00791554327096466
75,0.00777751160123307
80,0.00790952977295574
85,0.007988598985063539
90,0.007984251572985613
95,0.008049037165070513
100,0.007934970498731089
105,0.007850471988594988
110,0.00771626271490198
115,0.007792584004415257
120,0.007631125499821552
125,0.007515346579314259
130,0.0075071654510972426
135,0.007528013210618079
140,0.007350383640828101
145,0.007182341389075686
150,0.007121128421997702
155,0.006805576190844588
160,0.006708526354991324
165,0.0016729577054115175
170,0.00025549665984227145
