Dist from origin [mm],mean of absValue [nT]
0,0.00402069551075209
5,0.0032955405198677352
10,0.002725610771724378
15,0.0023756769067279585
20,0.0018978664942241946
25,0.001524906066568913
30,0.0014373372039131742
35,0.0015099479859872022
40,0.0012960228812676146
45,0.001333376089512608
50,0.0013564617242774494
55,0.0013579271406412526
60,0.0013473975561238704
65,0.0014333554728235037
70,0.0015013949037766489
75,0.0012842996015150045
80,0.0014929542133422583
85,0.0012259475627441827
90,0.0014193364769768742
95,0.0013753900226251372
100,0.0012410277259048814
105,0.0012193376829519524
110,0.0014089594474826508
115,0.0013127511783195028
120,0.0013192113980701593
125,0.0012056201443957693
130,0.0014001012529865527
135,0.0019876417325320993
140,0.002366898747900601
145,0.002592757667044016
150,0.003608652742344082
155,0.004201139689138396
160,0.001173993974129479
165,0.00035426923045742733
