CPMG train data
Estimated phase correction: -2.094825 rad
time in s	real part	imag part	abs value
6.7e-05	0.015407702514699096	0.00028365389817799924	0.015410313310099066
0.000127	0.011571622381170269	0.0001807197231300215	0.011573033489570868
0.000187	0.010164879614754615	0.0002299202573733629	0.01016747957495881
0.000247	0.00888148845306876	8.434339579356618e-05	0.008881888929186612
0.000307	0.007151883296473578	0.0002933766591101218	0.007157898053932341
0.000367	0.0062957383935213366	-0.0002526388822741027	0.006300805371101009
0.000427	0.005512876414459001	-0.000197316285367933	0.005516406446009007
0.000487	0.00465611745520053	0.0002021422655354958	0.004660503326051692
0.000547	0.004501569306247438	-6.68921603740589e-05	0.004502066278951095
0.000607	0.0032496425117283408	0.00014158518016610275	0.0032527254444964684
0.000667	0.0029683873181832994	-0.00013446243784296768	0.0029714312070014534
0.000727	0.002165763964645037	9.87921119597145e-05	0.00216801601284226
0.000787	0.001996922988078917	5.697497646149158e-05	0.0019977356101999128
0.000847	0.0022750039174342985	-9.944455151785468e-06	0.002275025651839924
0.000907	0.002054722572275364	-3.010263791926917e-05	0.0020549430692424517
0.000967	0.0013681721128474913	-6.527989085022034e-05	0.001369728584254189
0.001027	0.0012713652650781298	-0.00022656899532916275	0.0012913958134095254
0.001087	0.0010803614889999852	0.00019143687759300935	0.001097191425876463
0.001147	0.0015331534534231467	-0.00042884958988897336	0.001592002350026928
0.001207	0.0010508645096655687	8.913590283558885e-05	0.00105463805490271
0.001267	0.000740719192457647	-0.00025658999732612717	0.0007839026398749596
0.001327	0.0007801656434304728	5.64426849812771e-05	0.0007822047097002033
0.001387	0.0009913554664751287	0.0002153105870819626	0.0010144675006227156
0.001447	0.0004246458022408657	0.0002624444485327893	0.0004992005067369908
0.001507	0.00031740182016981323	-0.0004321099419565398	0.0005361556839060783
0.001567	0.0004021404698809279	-0.0005780095029621175	0.0007041391503322107
0.001627	0.0003504714297875585	0.00012174460351386774	0.000371014786204114
0.001687	5.932131142783733e-05	-0.00038074561620028084	0.0003853391262839137
0.001747	0.000380399170031583	4.029660750536559e-06	0.00038042051302010726
0.001807	0.0003262290674736056	-0.000141137569217393	0.0003554507250088157
0.001867	0.00033471432096105624	-9.158812708110484e-05	0.0003470188203522189
0.001927	0.00011830175882886847	4.518636978846726e-05	0.0001266377280144581
0.001987	0.00042354590944007755	-6.465497230820542e-05	0.00042845233439391735
0.002047	6.995755537669005e-05	7.882111906959308e-05	0.00010538893853562444
0.002107	0.00015022060675915373	8.76393441845061e-05	0.00017391631707283425
0.002167	-5.583930509663114e-05	-0.00019207743013003597	0.0002000294157343702
0.002227	-0.00012098818867357022	-0.00011259651858096339	0.00016527588388831765
0.002287	-3.578112344626496e-05	-3.386195315280391e-05	4.926378656172847e-05
0.002347	0.0001187015733175199	0.00029095319549265206	0.00031423530271985667
0.002407	0.00033853123112332647	-0.0001564741725804167	0.0003729444477809009
0.002467	0.00022857752671369622	9.465047565258383e-05	0.0002473992689152716
0.002527	0.00040148965117918164	0.0001046605552001742	0.0004149069435654092
0.002587	0.0003572158177969467	-0.0004743904958328236	0.0005938429784217825
0.002647	0.0003532471334654115	-0.00014219823271023125	0.00038079374297307373
0.002707	4.2125251569130606e-05	-8.161205792202852e-05	9.184260894612629e-05
0.002767	0.00010297438652542107	-0.0001161041889921739	0.00015518990618534846
0.002827	-0.00010583265420400337	0.00034071633730350156	0.00035677468127850325
0.002887	9.06785336705472e-05	-0.00013491349366671595	0.00016255536669701056
0.002947	0.0004325379041191735	-0.00017107443057529372	0.0004651403006582727
0.003007	0.00032214784607083964	0.0003914084954555662	0.0005069317952573812
0.003067	0.00010391707816214237	-0.000166653837644192	0.0001963982197864673
0.003127	0.0003135969764648036	-0.0003781548586306231	0.0004912679113821837
0.003187	-0.0001341783614862665	-6.118574781348341e-05	0.00014747043238098407
0.003247	0.0002250245369935395	-7.466968806339229e-05	0.00023708986601000292
0.003307	0.0001677149890253842	-0.00023044975599682507	0.0002850182583323057
0.003367	3.2447714600892765e-05	1.198837642626232e-06	3.246985362631571e-05
0.003427	0.0004798184456975446	2.3308375500830135e-05	0.0004803842432887399
0.003487	4.2057334741018264e-05	3.8223763648163764e-05	5.683199374427003e-05
0.003547	0.0002514776918918381	0.00029200410687199916	0.0003853666149906607
0.003607	0.0001221761647674895	-0.00023997262512354735	0.00026928400629443134
0.003667	-0.00028214838394408336	-0.000312325889444179	0.000420898053903027
0.003727	-0.00012957056118920488	5.989276214131238e-05	0.00014274338262701116
0.003787	0.00027187247852933523	-0.0002675942427558345	0.000381472572195895
0.003847	4.536598209861989e-06	0.0005000010005904885	0.0005000215808490744
0.003907	0.00024750060421546927	0.0001472587662008587	0.00028799599530205544
0.003967	0.0003226727271046977	0.000127595992376973	0.0003469847634808296
0.004027	2.957439411068667e-05	-0.00024265830835782027	0.00024445387990803744
0.004087	0.0006390268708037223	1.6654411910335004e-06	0.0006390290410486506
0.004147	0.0002397885330319866	2.324812604709385e-05	0.00024091288039109428
