Dist from origin [mm],mean of absValue [nT]
0,0.006238323503964913
5,0.010892407595013502
10,0.00979171846426785
15,0.009205239306461844
20,0.008844281166558832
25,0.008344349800897169
30,0.008266990531820565
35,0.007893936566698997
40,0.007604818806040242
45,0.006759286546832781
50,0.007033675839622586
55,0.007283051805300029
60,0.007192149581255845
65,0.007394910242389263
70,0.007113445695673774
75,0.00691370415518629
80,0.006943271195467396
85,0.007017526270003578
90,0.007081646363583792
95,0.007080305887941645
100,0.007185852838307669
105,0.007093245686516506
110,0.007410438011420065
115,0.007596748988681041
120,0.007936705510433177
125,0.008049687839859217
130,0.008127771141018323
135,0.008220393324899296
140,0.009217296559087595
145,0.009481214568011482
150,0.01005961413305331
155,0.010849614833452759
160,0.011279527219694113
165,0.002479082099188843
170,0.00022214023173957337
