Dist from origin [mm],mean of absValue [nT]
0,0.003006626655876825
5,0.005583705908729646
10,0.005805995676556502
15,0.0056182589904915274
20,0.005489513771176725
25,0.005524842113379988
30,0.005462530793811556
35,0.0051260090049530796
40,0.005237883252196201
45,0.005179144842759589
50,0.00520597833826442
55,0.005061711727047137
60,0.005224273168403112
65,0.00523852263659557
70,0.0051687281678872024
75,0.005245335357085962
80,0.004941974968413865
85,0.005208343249086408
90,0.005100154285674569
95,0.0052734157383235196
100,0.005033938929945255
105,0.005159996404576967
110,0.005168837763849726
115,0.005109225338769627
120,0.005275799948000378
125,0.005122818603848459
130,0.005275538448623087
135,0.005306078086248958
140,0.005458974516086955
145,0.005619277456560945
150,0.005648326396297937
155,0.005760994830754297
160,0.005920933464297853
165,0.0026789491616107026
170,0.00022866986228193263
