Dist from origin [mm],mean of absValue [nT]
0,0.0034100778469856193
5,0.006302798941732748
10,0.006637639884514899
15,0.0065785284146924845
20,0.007266172741616808
25,0.0078863051242809
30,0.007672651576864941
35,0.007587388196539635
40,0.00740303006442133
45,0.007920981564819388
50,0.007949918987912854
55,0.007820698401609332
60,0.007956547515634961
65,0.007692080307076562
70,0.007783291948306425
75,0.007647975506351425
80,0.00747745208198879
85,0.006766439201692474
90,0.006958229538889331
95,0.006397827214159299
100,0.0040109426742026165
105,0.000303328173045135
110,0.0004455233884708316
