Dist from origin [mm],mean of absValue [nT]
0,0.0045492114223982996
5,0.007841974098873763
10,0.008194135955164777
15,0.008618838972636619
20,0.008690918891593014
25,0.008734429481810005
30,0.00877748669334062
35,0.008683611475083373
40,0.009051664202968858
45,0.008987777759970299
50,0.009083118556395755
55,0.009035043076393134
60,0.009179864218961284
65,0.009126907560871506
70,0.008994683369440076
75,0.008952914022664646
80,0.009091212962097642
85,0.008892738536678687
90,0.009162169281368251
95,0.009173452622520357
100,0.009214558564947099
105,0.009333370595422956
110,0.009224021847171564
115,0.009439137282627375
120,0.009396799572635176
125,0.009190869886169689
130,0.009149377620045557
135,0.009145031551771989
140,0.008882865172429782
145,0.008838334746844624
150,0.008444722209393912
155,0.007951469944061254
160,0.007217485749716634
165,0.0011859043803728138
170,0.00024023690346267987
