Dist from origin [mm],mean of absValue [nT]
0,0.0046831439928557705
5,0.004766013235374116
10,0.004646100944258952
15,0.004947052568586925
20,0.004919299294876726
25,0.005108273250197589
30,0.005014097904597147
35,0.004831021090544861
40,0.005012533587736022
45,0.005108035115124264
50,0.005159135007928431
55,0.005186610912254772
60,0.0051496576053441595
65,0.005138954312653463
70,0.005019093890908975
75,0.005046824119100165
80,0.004788975459896316
85,0.004945885227401637
90,0.004740167055372166
95,0.003929193473785809
100,0.000488387687981174
105,0.00015335217474058492
110,0.00028285083871652306
