Dist from origin [mm],mean of absValue [nT]
0,0.0010860994496420969
5,0.002519190360343129
10,0.0025888164863071936
15,0.0023012578651268067
20,0.0022287490015129494
25,0.0022300924799117778
30,0.002330312101803553
35,0.0022143732682132363
40,0.0019766866567272373
45,0.0020529140440735285
50,0.0021317792509507687
55,0.0021112039032039395
60,0.0021143385228515332
65,0.0020831616361814457
70,0.0021720255260441828
75,0.002099926557799573
80,0.002255573674958074
85,0.002193467145493615
90,0.002513930098866902
95,0.002634343947725501
100,0.0026128448736432064
105,0.0015759156883567956
110,0.0006326664115858854
