Dist from origin [mm],mean of absValue [nT]
0,0.0026719048018079843
5,0.005352801306766065
10,0.0057556450457278046
15,0.005725730614729534
20,0.005897551039952866
25,0.005786396223719084
30,0.006021763805801643
35,0.006099531638992426
40,0.006292985815617024
45,0.006196077490853943
50,0.006175498759463025
55,0.006125824851587604
60,0.006136120268289492
65,0.0061769654514982454
70,0.006181934258132683
75,0.005784144140832957
80,0.005755548981351379
85,0.006025545273456502
90,0.005731625886373759
95,0.005543236691175123
100,0.005262679835452051
105,0.0033907899239594475
110,0.0002472984426446953
