Dist from origin [mm],mean of absValue [nT]
0,0.005101337148351807
5,0.0053096388085489415
10,0.005303927819314072
15,0.0054236536168290085
20,0.005437498052362633
25,0.005512494103226884
30,0.005747240913352768
35,0.005627417229016245
40,0.005687041731965446
45,0.005805264212628942
50,0.005750494220559361
55,0.005616541913063876
60,0.005642723657440392
65,0.005806587349665234
70,0.005537663777051953
75,0.005379778162361505
80,0.005239084238556505
85,0.0051048235305805574
90,0.005193137249704518
95,0.0050521740850390075
100,0.0036609435611441444
105,0.00039120591138016436
110,0.00037661815752850007
