0.000000000000000000e+00,3.208689705425195271e+00
5.000000000000000000e+00,5.814020802586297165e+00
1.000000000000000000e+01,5.789418954542129292e+00
1.500000000000000000e+01,5.561913916293280913e+00
2.000000000000000000e+01,5.524747168292226895e+00
2.500000000000000000e+01,5.553386461890006842e+00
3.000000000000000000e+01,5.511315609293951923e+00
3.500000000000000000e+01,5.569703746061144933e+00
4.000000000000000000e+01,5.611502995649531478e+00
4.500000000000000000e+01,5.707651497381282191e+00
5.000000000000000000e+01,5.545759344170972049e+00
5.500000000000000000e+01,5.535397894672073882e+00
6.000000000000000000e+01,5.224543423459100389e+00
6.500000000000000000e+01,5.354991954881840321e+00
7.000000000000000000e+01,5.601625591657917624e+00
7.500000000000000000e+01,5.624734140020264839e+00
8.000000000000000000e+01,5.616336926283472586e+00
8.500000000000000000e+01,5.477914613601723381e+00
9.000000000000000000e+01,5.634612430791842819e+00
9.500000000000000000e+01,5.509520881561083883e+00
1.000000000000000000e+02,3.641323141040755829e+00
1.050000000000000000e+02,2.087738182856352098e-01
1.100000000000000000e+02,3.800392045767701510e-01
