0.000000000000000000e+00,2.209104244854384280e+00,5.146445254353797338e+01
5.000000000000000000e+00,2.241586417875314652e+00,5.216264149208409862e+01
1.000000000000000000e+01,2.429925372221316326e+00,5.597947235941791178e+01
1.500000000000000000e+01,2.442185104676984686e+00,5.619262632659483359e+01
2.000000000000000000e+01,2.482122490485925592e+00,5.688699810466042095e+01
2.500000000000000000e+01,2.488733998019249327e+00,5.700194914986830241e+01
3.000000000000000000e+01,2.512733669938225223e+00,5.741921969789799363e+01
3.500000000000000000e+01,2.661627388305740194e+00,6.000688862400153312e+01
4.000000000000000000e+01,2.735039580897804523e+00,6.111121271859661164e+01
4.500000000000000000e+01,2.757499362615511096e+00,6.144907046721383637e+01
5.000000000000000000e+01,2.796965584375258551e+00,6.204275249840048190e+01
5.500000000000000000e+01,2.796409741261066895e+00,6.203439106793310032e+01
6.000000000000000000e+01,2.914216703425564603e+00,6.380653629661775028e+01
6.500000000000000000e+01,2.860632296085181103e+00,6.300047738417791265e+01
7.000000000000000000e+01,2.831157879988237092e+00,6.255709997341393347e+01
7.500000000000000000e+01,2.806230890428755842e+00,6.218212853877474089e+01
8.000000000000000000e+01,2.843778871989816270e+00,6.274695488814838740e+01
8.500000000000000000e+01,2.840937335180457435e+00,6.270421025059627596e+01
9.000000000000000000e+01,2.879394705077654937e+00,6.328271633647527494e+01
9.500000000000000000e+01,2.856291900726411814e+00,6.293518573430999652e+01
1.000000000000000000e+02,2.768908644802792640e+00,6.162069788735455234e+01
1.050000000000000000e+02,2.801919348378580032e+00,6.211727092312870724e+01
1.100000000000000000e+02,2.820268708444429784e+00,6.239329646773706628e+01
1.150000000000000000e+02,2.704713650560995664e+00,6.065502615912351558e+01
1.200000000000000000e+02,2.686907300814824318e+00,6.038716900396739362e+01
1.250000000000000000e+02,2.600591302695408835e+00,5.894675735311882647e+01
1.300000000000000000e+02,2.597808030480998731e+00,5.889836596151382508e+01
1.350000000000000000e+02,2.553068400486283807e+00,5.812049991444591512e+01
1.400000000000000000e+02,2.576461952897805219e+00,5.852723215928959632e+01
1.450000000000000000e+02,2.512243206508756987e+00,5.741069225032730827e+01
1.500000000000000000e+02,2.380070195658532395e+00,5.511266480818544977e+01
1.550000000000000000e+02,1.962208523796941328e+00,4.558330445388065755e+01
1.600000000000000000e+02,1.703284228829659297e-01,0.000000000000000000e+00
1.650000000000000000e+02,6.781507552189246224e-02,0.000000000000000000e+00
1.700000000000000000e+02,5.576506472438094719e-02,0.000000000000000000e+00
