Dist from origin [mm],mean of absValue [nT]
0,0.006893579793050805
5,0.006994941443182541
10,0.007582659117868148
15,0.00762091600145409
20,0.007745541879314341
25,0.007766173298062228
30,0.007841065034731452
35,0.00830569260069684
40,0.008534777673796033
45,0.008604864134299721
50,0.00872801972981531
55,0.008726285203765205
60,0.009093905561993892
65,0.00892669372102954
70,0.008834717871681939
75,0.008756932410932823
80,0.008874102077127653
85,0.008865234971478007
90,0.008985242412790346
95,0.008913149379784097
100,0.008640467160876063
105,0.008743478107351085
110,0.008800737866848624
115,0.008440144647282126
120,0.008384579368692796
125,0.008115227561579579
130,0.008106542272444624
135,0.007966930839440263
140,0.00803993116098116
145,0.007839534528059125
150,0.007427084459708526
155,0.006123133872430846
160,0.000531515240579162
165,0.00021161909193323164
170,0.00017401665142674253
